0,9,29,39,3
25,33,0,32,11
47,3,20,24,38
45,34,20,30,21
9,45,20,14,24
31,40,36,13,2
28,41,3,39,47
0,16,42,43,19
3,45,9,24,31
12,2,1,30,5
