78.96,5.810190558433533,0.7555341674687199,0.9698231009365245,0.799396681749623,0.7585895117540687,0.5294464075382803,0.935659760087241,0.5887445887445888,0.814621409921671,0.907088122605364,0.9344432882414152,0.785,0.932,0.53,0.839,0.899,0.858,0.272,0.936,0.947,0.898
82.18,4.994096159934998,0.7610536218250236,0.9822546972860126,0.7246963562753036,0.733174980205859,0.6661237785016286,0.9007707129094412,0.7535211267605634,0.9319196428571429,0.9125,0.88,0.809,0.941,0.716,0.926,0.818,0.935,0.321,0.835,0.949,0.968
82.96,4.606902569532394,0.9079563182527302,0.9734422880490297,0.7310215557638238,0.7947080291970803,0.7515657620041754,0.9427987742594485,0.5367825383993533,0.9054325955734407,0.9424603174603174,0.9154658981748319,0.582,0.953,0.78,0.871,0.72,0.923,0.664,0.9,0.95,0.953
83.96,4.443851679563522,0.8817480719794345,0.9765545361875637,0.6905537459283387,0.8220574606116775,0.7921279212792128,0.9808988764044944,0.5882352941176471,0.848939929328622,0.9537688442211055,0.9470468431771895,0.686,0.958,0.848,0.887,0.644,0.873,0.66,0.961,0.949,0.93
85.64,4.080118834972382,0.8347280334728033,0.9835051546391752,0.7700693756194251,0.8235294117647058,0.7186963979416809,0.9378084896347483,0.6876543209876543,0.9311783107403545,0.9475766567754699,0.9246376811594202,0.798,0.954,0.777,0.882,0.838,0.95,0.557,0.893,0.958,0.957
85.57,4.05849876999855,0.8774271844660194,0.9737108190091001,0.7632805219012115,0.8333333333333334,0.7756613756613756,0.98068669527897,0.5992844364937389,0.9038095238095238,0.9587109768378651,0.9352941176470588,0.723,0.963,0.819,0.88,0.733,0.914,0.67,0.949,0.952,0.954
85.72,4.026756823062897,0.7654320987654321,0.9846153846153847,0.6991078669910786,0.8424068767908309,0.8128654970760234,0.9775401069518717,0.7154471544715447,0.8980169971671388,0.9477317554240631,0.9415841584158415,0.868,0.96,0.862,0.882,0.695,0.914,0.528,0.951,0.961,0.951
86.18,3.895767092704773,0.772207563764292,0.9856115107913669,0.7197346600331676,0.8974082073434125,0.7972972972972973,0.972972972972973,0.6795180722891566,0.9133782483156881,0.9437984496124031,0.9443892750744787,0.878,0.959,0.868,0.831,0.708,0.936,0.564,0.949,0.974,0.951
86.72,3.6936265528202057,0.8554216867469879,0.9856850715746421,0.8041543026706232,0.8589743589743589,0.7809045226130653,0.9576185671039354,0.62708719851577,0.927710843373494,0.9618090452261306,0.9329446064139941,0.781,0.964,0.813,0.871,0.777,0.949,0.676,0.924,0.957,0.96
86.42,3.7712439000606537,0.8521358159912377,0.973816717019134,0.7521891418563923,0.8122192273135669,0.8389513108614233,0.9771309771309772,0.63996138996139,0.9047169811320754,0.9638916750250752,0.9552390640895219,0.778,0.967,0.859,0.904,0.672,0.94,0.663,0.959,0.961,0.939
