78.02,5.929060578346252,0.8413524057217165,0.9747899159663865,0.8429423459244533,0.7814569536423841,0.5281647486371895,0.9197080291970803,0.4546360917248255,0.8679802955665025,0.9109390125847048,0.8931947069943289,0.647,0.928,0.424,0.826,0.872,0.882,0.456,0.881,0.941,0.945
82.46,4.7896968722343445,0.7817460317460317,0.9723926380368099,0.7232824427480916,0.7718832891246684,0.7997329773030708,0.9015296367112811,0.5419415645617343,0.8926441351888668,0.9456740442655935,0.940755873340143,0.788,0.951,0.758,0.873,0.599,0.943,0.575,0.898,0.94,0.921
83.93,4.4476898312568665,0.735445205479452,0.9905660377358491,0.7726315789473684,0.8330134357005758,0.7224299065420561,0.9311023622047244,0.6125,0.9363538295577131,0.9506545820745217,0.8944444444444445,0.859,0.945,0.734,0.868,0.773,0.946,0.49,0.868,0.944,0.966
85.1,4.271948724985123,0.8011639185257032,0.9916317991631799,0.7397769516728625,0.8311068702290076,0.7158992180712423,0.9510204081632653,0.7066666666666667,0.9200404858299596,0.9243295019157088,0.9153187440532826,0.826,0.948,0.796,0.871,0.824,0.932,0.477,0.909,0.965,0.962
85.71,4.052298545837402,0.7571801566579635,0.9926854754440961,0.783,0.8506876227897839,0.7399813606710158,0.9688796680497925,0.6633039092055486,0.9116504854368932,0.9560878243512974,0.9378698224852071,0.87,0.95,0.783,0.866,0.794,0.934,0.526,0.939,0.958,0.951
85.75,3.9658944606781006,0.8347457627118644,0.9836233367451381,0.7361477572559367,0.8529411764705882,0.7552986512524085,0.9774436090225563,0.656392694063927,0.9044834307992202,0.957042957042957,0.9180952380952381,0.788,0.961,0.837,0.87,0.784,0.91,0.575,0.928,0.958,0.964
85.84,3.8866530060768127,0.8799019607843137,0.9728915662650602,0.7548032936870998,0.8252788104089219,0.7756539235412475,0.9471057884231537,0.639,0.9325025960539979,0.9525691699604744,0.9188931297709924,0.718,0.969,0.825,0.888,0.771,0.949,0.639,0.898,0.964,0.963
86.05,3.9776717722415924,0.7588285960378983,0.987603305785124,0.7292202227934875,0.828125,0.8307692307692308,0.9808102345415778,0.71900826446281,0.9109390125847048,0.9319271332694151,0.930164888457808,0.881,0.956,0.851,0.901,0.702,0.92,0.522,0.941,0.972,0.959
86.81,3.7126413881778717,0.7975746268656716,0.9927159209157128,0.8147762747138397,0.8281535648994516,0.7583955223880597,0.9790794979079498,0.7012048192771084,0.9321862348178138,0.9553571428571429,0.9149338374291115,0.855,0.954,0.783,0.906,0.813,0.936,0.582,0.921,0.963,0.968
86.69,3.677134543657303,0.7701863354037267,0.9907216494845361,0.8006042296072508,0.8674698795180723,0.7470747074707471,0.9513406156901688,0.6931540342298288,0.9331983805668016,0.9723076923076923,0.941871921182266,0.868,0.961,0.795,0.864,0.83,0.958,0.567,0.922,0.948,0.956
